threshold,feature_engineering,model,precision,precision_lower,precision_upper,recall,recall_lower,recall_upper,f1_score,f1_lower,f1_upper
threshold_2,pca,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,pca,rf,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,pca,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,pca,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,pca,gb,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,pca,nb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,pca,mlp,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,pca,rule,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,rf,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,gb,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,nb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,ica,mlp,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,ica,rule,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,mi,logreg,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,mi,rf,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,mi,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,mi,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,mi,gb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,mi,nb,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,mi,mlp,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,mi,rule,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,anova,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,anova,rf,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,anova,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,anova,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,anova,gb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,anova,nb,0.9655172413793104,0.899107756760328,1.031926725998293,0.9333333333333332,0.8440726468771735,1.022594019789493,0.9491525423728814,0.8902687178086874,1.0080363669370753
threshold_2,anova,mlp,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,anova,rule,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,rfe,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,rfe,rf,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,rfe,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,rfe,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,rfe,gb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,rfe,nb,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,rfe,mlp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
threshold_2,rfe,rule,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,spearman,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,spearman,rf,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,spearman,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,spearman,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,spearman,gb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,spearman,nb,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,spearman,mlp,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,spearman,rule,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,all_features,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,all_features,rf,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,all_features,svm,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,all_features,knn,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,all_features,gb,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.902432631094155,1.0309007022391785,0.9666666666666668,0.9196801265256658,1.0136532068076678
threshold_2,all_features,nb,0.9545454545454546,0.8675044855639817,1.0415864235269274,0.7,0.5360176480688885,0.8639823519311114,0.8076923076923077,0.6849763210953127,0.9304082942893027
threshold_2,all_features,mlp,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
threshold_2,all_features,rule,0.9655172413793104,0.899107756760328,1.031926725998293,0.9333333333333332,0.8440726468771735,1.022594019789493,0.9491525423728814,0.8902687178086874,1.0080363669370753
threshold_2,eyetracking,logreg,0.967741935483871,0.9055454023418987,1.0299384686258433,1.0,1.0,1.0,0.9836065573770492,0.9514803180062159,1.0157327967478824
