avg_fixation_duration,avg_saccade_distance,avg_saccade_speed,spatial_dispersion,spatial_density,avg_pupil_left,avg_pupil_right,amplitude_left,amplitude_right,avg_pupil_asymmetry,reactivity_left,reactivity_right,lf_power_left,hf_power_left,lf_hf_ratio_left,lf_power_right,hf_power_right,lf_hf_ratio_right,subj_id,task_id
0.0020274397061923384,0.9994743603194375,475.56630205081314,97.33178693696824,4818.640738720816,4.469920819156899,4.169646442672258,4.39,3.2500000000000004,-0.3002743764846409,51.07913669064747,44.174757281553404,0.41029114522941895,0.07091494684604596,5.785679373350552,0.24607108359583263,0.051355248605428803,4.791546926127046,A25,A03
0.002017612940179902,1.982652743633243,923.4930215758735,89.91554295894511,4149.761151778715,4.0050497759945785,3.8486703812663707,2.8000000000000003,2.8,-0.15637939472820855,45.12820512820513,52.61707988980717,0.09082510219947497,0.026031460297777323,3.489051369401278,0.08063493773948459,0.026735209229131692,3.0160578527143795,A04,A03
0.0020392264188893484,3.597601590914083,1727.114547491582,113.57712915558642,7066.64484652856,4.525936772923961,4.740161696275195,3.29,3.4899999999999998,0.21422492335123616,27.477477477477468,28.48232848232849,0.17590653953158375,0.06924121877682007,2.5404887816687607,0.21868068811541608,0.08675883145458618,2.5205582469132755,A10,A03
0.0020049350418877327,0.22287177312074302,104.31205819325884,37.01014759704185,738.7659736281194,4.331095989327719,4.227103002190755,2.8900000000000006,2.94,-0.103992987136965,50.13698630136988,55.367231638418076,0.2552861231575343,0.0667090766516209,3.8268573928961933,0.2221168684245714,0.05992370876252201,3.7066609028627013,A16,A01
0.0020182187696694207,1.5192718084647752,719.6632017608466,86.89789968081195,3986.261035655374,4.907791140244935,4.945599871964191,2.51,3.6599999999999997,0.03780873171925727,30.9576837416481,40.748898678414086,0.20527324491374452,0.06237714321896684,3.290840752247334,0.2227647691608619,0.07870296168297597,2.8304496348966186,A28,A03
0.0020375319235605136,24.052270702511528,11845.579536815218,242.3261194968031,29487.658744237353,4.148568189224418,3.7108682109493794,7.59,3.8699999999999997,-0.437699978275038,126.70157068062828,81.02409638554217,0.9820516177869592,0.34354516912995336,2.858580780728362,0.11949218375859648,0.051491752464249745,2.320608214714751,A27,A02
0.002005977313465263,0.8449703744847074,413.7476992128866,71.3309030215238,2744.3464307206555,5.0170389951340955,4.825426185357021,2.8899999999999997,2.91,-0.19161280977707365,62.628865979381445,69.5054945054945,0.15918177993136526,0.07097632427978207,2.242744768014268,0.1695877578863782,0.09192692656064455,1.8448104840587758,A09,A03
0.0020158387193241504,1.7531744683684667,842.6211741325798,70.29400819209232,2587.2576109358247,3.953786294354575,3.4962709916173704,2.4399999999999995,2.2900000000000005,-0.45751530273720414,37.922077922077904,40.462427745664755,0.12547156085622568,0.045962086947333114,2.729892596043357,0.11484564039350034,0.042111451504680084,2.7271831364144954,A23,A01
0.00204677645107523,5.596971715827483,2704.63638188371,150.7934325988865,13372.73708457343,4.181593239018588,4.269773224505829,5.52,3.3699999999999997,0.08817998548724135,51.898734177215175,53.94736842105263,0.31446558634016725,0.11734801403216144,2.679769137413625,0.21634450364587698,0.08650187689013096,2.5010382597901737,A06,A02
0.002020101095522333,2.0319877790312093,977.0800362147216,117.81649527222572,7051.16012477908,3.99099579454098,3.9074315468658294,2.4599999999999995,2.98,-0.08356424767515115,63.063063063063055,52.28571428571429,0.09500329251773063,0.028893609232457894,3.288038256259375,0.15284469805988282,0.041799195861256314,3.6566420695560464,A12,A02
